alpha_key,date_first_relation,date_of_birth,flag_last90_active_mob_rob,gender,state,amount_deposit_spot_balance,total_deposits_ixi,Business Line Of Credit,Cdira,Checking,Commercial Loan,Credit Card,Escrow,Standalone Savings,Home Equity,Investments,Loan,Loan - Personal,Loc - Personal,Money Market,Mortgage,Odloc,Other,Savings,age,tenure_years,sow,n_products
user_02633,2019-07-12,1976-02-03,1,Male,IL,17223.61,50768.24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,50.1,6.7,0.3393,3
user_02634,2024-08-03,2000-01-24,1,Male,NJ,27404.85,124175.31,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,26.2,1.63,0.2207,4
user_02635,2021-09-03,2002-11-25,1,Female,GA,101486.58,1432390.57,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,23.3,4.55,0.0709,7
user_02636,2023-08-16,1987-06-13,1,Male,IN,26300.56,157081.36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,38.8,2.6,0.1674,3
user_02637,2015-10-14,1967-01-20,0,Female,MI,75659.48,1915317.44,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,59.2,10.44,0.0395,5
user_02638,2014-02-14,1996-09-03,1,Female,ME,45727.56,244295.07,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,29.5,12.1,0.1872,6
user_02639,2013-07-14,1961-08-14,1,Male,TX,12659.38,49661.57,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,64.6,12.69,0.2549,5
user_02640,2016-07-20,1992-04-02,1,Female,TX,314825.73,1388908.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,9.67,0.2267,2
user_02641,2014-08-02,1979-05-28,0,Female,MD,91789.88,461095.82,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,46.8,11.64,0.1991,5
user_02642,2019-09-06,1994-01-27,1,Male,MI,66916.11,388277.71,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,32.2,6.54,0.1723,4
user_02643,2016-08-17,1980-12-08,1,Male,WA,87591.85,177525.47,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,45.3,9.6,0.4934,4
user_02644,2024-03-07,1981-08-13,1,Male,MT,5234.09,19465.9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,44.6,2.04,0.2689,4
user_02645,2017-12-03,2003-12-15,1,Female,WY,24899.48,62510.22,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,22.3,8.3,0.3983,4
user_02646,2017-08-24,1975-11-02,1,Male,RI,7198.71,73523.09,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,50.4,8.58,0.0979,4
user_02647,2025-04-13,1964-11-22,1,Male,GA,52262.86,52262.86,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,61.3,0.94,1.0,5
user_02648,2017-10-12,1957-05-30,1,Male,FL,66536.93,338078.98,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,68.8,8.44,0.1968,3
user_02649,2015-03-31,1987-09-10,1,Male,CT,53317.74,70932.82,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,38.5,10.98,0.7517,5
user_02650,2020-05-26,1960-03-12,0,,TN,185113.56,1172343.34,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,66.0,5.82,0.1579,6
user_02651,2017-10-29,1960-04-15,1,Female,IL,7462.12,24305.82,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,65.9,8.4,0.307,4
user_02652,2021-08-01,1954-10-22,1,Male,OH,17245.67,18067.7,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,71.4,4.64,0.9545,4
user_02653,2021-10-21,1985-07-28,1,Female,NJ,73986.31,704624.15,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40.7,4.42,0.105,3
user_02654,2023-11-08,1961-09-06,1,Male,TX,61768.06,61768.06,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,64.5,2.37,1.0,5
user_02655,2020-12-23,1975-12-21,0,Male,PA,9282.64,40569.24,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,50.3,5.25,0.2288,5
user_02656,2014-01-30,2001-04-24,1,Male,CA,189142.05,1473580.95,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24.9,12.14,0.1284,3
user_02657,2012-02-29,1990-09-16,1,Female,IN,286726.57,3865763.2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,35.5,14.06,0.0742,4
user_02658,2016-07-06,1970-08-16,1,Female,NV,74990.91,92688.23,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,55.6,9.71,0.8091,4
user_02659,2016-09-04,1996-03-13,1,,TN,7357.92,21822.85,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,9.55,0.3372,5
user_02660,2016-10-29,1982-06-28,1,Female,OK,54507.2,581293.16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7,9.4,0.0938,3
user_02661,2018-10-30,1965-06-24,0,Male,NJ,67699.15,762091.12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,60.7,7.39,0.0888,5
user_02662,2019-08-06,1996-09-26,1,Female,TN,32474.39,405469.85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.5,6.63,0.0801,2
user_02663,2016-09-22,1979-05-25,0,Female,MI,226638.46,7884240.2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,46.8,9.5,0.0287,5
user_02664,2014-05-10,1993-06-26,1,Male,CA,39155.31,116813.87,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,32.7,11.87,0.3352,7
user_02665,2019-09-24,1977-05-27,1,Male,TX,562343.75,3394863.53,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,48.8,6.49,0.1656,4
user_02666,2017-07-10,1992-03-10,1,Male,NV,115169.29,391392.76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,34.0,8.7,0.2943,4
user_02667,2018-11-29,1955-12-15,1,Female,TN,62674.75,62674.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,70.3,7.31,1.0,3
user_02668,2021-08-04,2000-05-23,1,Male,ME,135798.93,566327.78,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,25.8,4.63,0.2398,7
user_02669,2021-07-09,1956-01-18,1,Female,NY,282513.07,282513.07,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,70.2,4.7,1.0,4
user_02670,2024-08-03,1964-08-18,0,Male,IN,132359.92,391060.43,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,61.6,1.63,0.3385,4
user_02671,2019-05-09,1961-06-11,1,Female,MD,41085.71,56890.82,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,64.8,6.87,0.7222,5
user_02672,2015-05-26,1961-08-25,0,Male,CO,20384.16,129780.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,64.6,10.83,0.1571,3
user_02673,2015-10-15,1994-11-05,1,Female,PA,11706.38,28143.39,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,31.4,10.44,0.416,4
user_02674,2011-06-08,1957-09-02,1,Male,ID,2405.6,2584.76,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,68.6,14.79,0.9307,3
user_02675,2025-02-25,1974-07-06,1,Male,IL,55464.47,496840.71,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,51.7,1.07,0.1116,3
user_02676,2014-09-13,1956-02-13,1,Male,IA,28260.33,78136.53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,70.1,11.52,0.3617,2
user_02677,2014-03-14,1960-04-26,0,Female,MI,30135.63,95586.02,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,65.9,12.02,0.3153,4
user_02678,2019-05-27,1975-03-31,0,Male,NY,154669.65,317058.32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.0,6.82,0.4878,2
user_02679,2021-08-17,1985-07-03,0,Female,OH,39337.39,442055.94,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,40.7,4.6,0.089,4
user_02680,2020-07-21,1998-05-12,0,Female,OH,437373.21,2433782.88,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,27.9,5.67,0.1797,5
user_02681,2015-10-31,1999-03-04,1,Male,MA,22622.45,62082.98,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,27.1,10.39,0.3644,6
user_02682,2013-03-24,1984-09-27,1,Male,MS,14034.54,14034.54,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,41.5,13.0,1.0,4
user_02683,2016-05-29,1963-09-05,0,Male,CO,9949.27,332289.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,62.5,9.82,0.0299,2
user_02684,2018-04-10,1978-12-16,1,Male,NV,107121.51,2338950.71,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,47.3,7.95,0.0458,3
user_02685,2016-04-07,1980-02-20,0,Male,TX,179189.83,2547651.84,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.1,9.96,0.0703,2
user_02686,2024-09-15,1992-01-02,1,Female,MN,22051.68,56308.82,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,34.2,1.52,0.3916,4
user_02687,2016-11-29,1976-01-03,1,Male,WA,12552.04,37679.85,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,50.2,9.31,0.3331,5
user_02688,2025-02-13,1972-04-27,1,Male,CT,282306.67,1743284.53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,53.9,1.1,0.1619,3
user_02689,2011-10-27,1955-02-13,1,Female,PA,7894.61,17306.76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,71.1,14.4,0.4562,3
user_02690,2012-10-31,1967-10-03,1,,OK,151248.88,307171.84,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,58.5,13.39,0.4924,5
user_02691,2018-05-11,1973-11-12,1,,OH,22680.03,326467.93,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,52.4,7.87,0.0695,7
user_02692,2020-04-22,1958-09-21,1,Female,ND,72470.31,310773.59,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,67.5,5.92,0.2332,6
user_02693,2015-02-10,1982-12-23,1,Male,AZ,163852.82,299787.34,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43.2,11.11,0.5466,3
user_02694,2016-06-26,1957-06-24,1,Female,PA,79692.06,765327.45,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,68.7,9.74,0.1041,4
user_02695,2015-07-02,1985-09-22,1,Female,MO,31574.67,89410.36,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,40.5,10.72,0.3531,4
user_02696,2018-04-03,1997-11-02,1,Female,NV,240321.88,240321.88,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28.4,7.97,1.0,4
user_02697,2022-04-22,1983-05-07,0,Female,CA,63661.77,115092.27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,42.9,3.92,0.5531,3
user_02698,2024-09-01,1997-10-15,1,Female,FL,2000000.0,5929574.38,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,28.4,1.56,0.3373,6
user_02699,2021-08-16,1998-04-22,1,Female,VA,5815.21,31076.27,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,27.9,4.6,0.1871,3
user_02700,2018-01-22,1960-03-01,1,Female,IL,5713.03,29374.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1,8.16,0.1945,1
user_02701,2019-08-01,1964-06-27,1,Female,MD,148379.8,1775773.42,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,61.7,6.64,0.0836,3
user_02702,2018-05-22,1993-03-02,1,Female,FL,43317.69,160602.89,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,33.1,7.84,0.2697,3
user_02703,2021-09-14,1962-05-04,1,,NY,116488.64,359700.34,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,63.9,4.52,0.3238,3
user_02704,2012-02-17,2000-10-12,1,Male,PA,12044.47,146151.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.4,14.09,0.0824,3
user_02705,2020-05-30,1990-01-03,1,Female,VA,48020.2,470870.02,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,36.2,5.81,0.102,5
user_02706,2013-06-17,1968-12-02,1,Male,NJ,77901.36,294322.87,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,57.3,12.76,0.2647,7
user_02707,2020-01-23,1989-01-13,1,Male,HI,23434.5,132665.79,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,37.2,6.16,0.1766,5
user_02708,2019-04-19,1967-09-13,1,Male,CA,59433.51,182108.08,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,58.5,6.93,0.3264,7
user_02709,2016-12-21,1960-07-05,1,Male,GA,8783.11,15535.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7,9.25,0.5654,1
user_02710,2021-11-30,2000-12-03,1,Female,NY,72272.95,1878518.72,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25.3,4.31,0.0385,4
user_02711,2022-07-18,2003-01-11,1,Male,WI,254983.83,740769.42,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23.2,3.68,0.3442,4
user_02712,2020-03-26,1957-03-23,1,Female,CA,10191.65,57833.21,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,69.0,5.99,0.1762,6
user_02713,2014-01-24,1978-03-15,1,Female,ME,9479.38,12639.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,48.0,12.16,0.75,3
user_02714,2023-08-20,1978-11-26,1,Male,ND,187647.98,1515846.12,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,47.3,2.59,0.1238,7
user_02715,2019-05-21,1981-01-15,1,Male,NY,9280.33,15850.66,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45.2,6.84,0.5855,5
user_02716,2015-12-26,1982-07-18,1,Female,NC,123394.15,2116989.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,43.7,10.24,0.0583,3
user_02717,2015-06-28,1969-09-20,0,Female,MN,48090.31,907786.05,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,56.5,10.74,0.053,4
user_02718,2019-06-07,1975-03-29,0,Male,GA,27256.07,192056.08,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,51.0,6.79,0.1419,6
user_02719,2024-07-20,1996-01-21,1,Male,MO,261515.17,1284850.33,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,30.2,1.67,0.2035,7
user_02720,2025-07-02,1972-11-22,1,Male,LA,137062.89,528745.79,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,53.3,0.72,0.2592,6
user_02721,2018-12-01,1970-10-23,0,,OK,62948.77,271587.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.4,7.31,0.2318,2
user_02722,2013-12-25,1998-07-19,1,Male,FL,3398.94,21133.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,12.24,0.1608,1
user_02723,2025-04-28,1985-05-22,1,Female,MO,105780.58,509364.06,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,40.8,0.9,0.2077,5
user_02724,2012-11-10,1964-09-12,0,Male,WA,12448.88,122363.29,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,61.5,13.36,0.1017,5
user_02725,2015-12-06,1973-04-16,1,Male,NH,34501.55,74170.44,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,52.9,10.29,0.4652,5
user_02726,2025-08-13,1997-05-29,1,Female,GA,45397.79,690854.54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,28.8,0.61,0.0657,4
user_02727,2020-09-30,2002-03-22,1,Female,VA,438515.55,1401457.81,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,24.0,5.48,0.3129,5
user_02728,2022-07-14,1975-03-02,1,Male,GA,33207.38,81946.68,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,51.1,3.69,0.4052,6
user_02729,2011-12-18,1981-02-20,1,Female,PA,8160.75,48882.77,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.1,14.26,0.1669,2
user_02730,2017-09-07,1956-03-04,1,Female,CA,262495.76,1654868.68,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70.1,8.54,0.1586,2
user_02731,2021-01-11,1978-02-11,1,Male,TX,107505.41,120085.63,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,48.1,5.19,0.8952,4
user_02732,2021-09-12,1957-08-26,1,Male,FL,112419.06,342868.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.6,4.53,0.3279,2
user_02733,2017-07-21,1993-07-05,1,Female,MD,268476.69,268476.69,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,32.7,8.67,1.0,6
user_02734,2025-08-29,1981-11-10,0,Female,WV,355851.36,928850.16,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,44.4,0.56,0.3831,4
user_02735,2021-12-31,1997-03-31,1,Female,NY,15434.13,41698.58,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,29.0,4.22,0.3701,4
user_02736,2023-05-02,1975-07-07,0,Male,GA,8478.0,48204.08,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,50.7,2.89,0.1759,4
user_02737,2016-09-26,1994-10-20,1,Female,AL,123671.1,295122.04,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,31.4,9.49,0.4191,5
user_02738,2016-01-10,1979-08-12,1,Male,AL,32841.79,94714.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,46.6,10.2,0.3467,3
user_02739,2018-12-16,1987-01-07,1,Female,HI,36617.6,465745.36,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,39.2,7.27,0.0786,4
user_02740,2023-09-14,1994-12-10,1,Female,NH,11712.53,273694.61,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,31.3,2.52,0.0428,4
user_02741,2020-05-10,1999-05-21,1,Male,MO,90680.15,194535.54,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26.8,5.87,0.4661,4
user_02742,2013-07-04,1978-08-16,0,Male,VA,72909.57,738503.09,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,47.6,12.72,0.0987,6
user_02743,2022-10-11,1956-11-10,0,Female,RI,37339.99,228220.12,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,69.4,3.45,0.1636,8
user_02744,2023-05-13,1994-04-16,1,Female,VA,8504.98,9484.14,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31.9,2.86,0.8968,4
user_02745,2024-02-12,1983-12-23,1,Male,NE,192028.26,457010.48,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,42.2,2.11,0.4202,6
user_02746,2013-11-20,1992-12-30,1,Female,MI,61160.89,61160.89,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,33.2,12.34,1.0,5
user_02747,2023-12-29,1963-10-11,1,Male,NM,172099.87,999173.06,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,62.4,2.23,0.1722,5
user_02748,2017-04-18,1983-06-25,1,Male,KY,3607.62,6831.98,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42.7,8.93,0.528,4
user_02749,2011-03-30,1955-07-04,0,Male,FL,48175.48,240324.92,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,70.7,14.98,0.2005,5
user_02750,2016-06-03,1991-12-20,0,Female,TX,19036.99,667237.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.3,9.8,0.0285,2
user_02751,2019-10-02,2000-03-10,1,Male,OH,46994.91,753364.85,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,26.0,6.47,0.0624,5
user_02752,2022-09-25,1975-02-06,0,Female,IL,139562.87,338630.69,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,51.1,3.49,0.4121,3
user_02753,2025-09-14,1971-08-23,0,Male,MI,70147.44,140270.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,54.6,0.52,0.5001,5
user_02754,2023-06-23,1954-09-09,1,Female,FL,45989.32,579864.47,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,71.5,2.75,0.0793,3
user_02755,2011-11-29,1960-08-27,0,Female,NM,45695.46,91666.58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65.6,14.31,0.4985,3
user_02756,2023-08-26,1960-01-07,1,Male,KS,6923.66,68569.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.2,2.57,0.101,2
user_02757,2025-06-11,1972-07-06,1,Male,TX,15161.83,606359.61,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,53.7,0.78,0.025,6
user_02758,2013-11-23,1986-03-27,1,Male,NH,172812.56,1329478.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40.0,12.33,0.13,2
user_02759,2019-08-30,1982-10-10,1,,MA,24532.98,283504.86,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,43.4,6.56,0.0865,7
user_02760,2020-07-21,1997-07-16,1,Female,PA,176825.85,1862340.55,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28.7,5.67,0.0949,4
user_02761,2015-04-29,1982-09-03,0,Female,VT,121304.95,348148.44,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43.6,10.9,0.3484,3
user_02762,2018-02-22,1986-01-02,1,Male,TX,129244.84,730596.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.2,8.08,0.1769,2
user_02763,2012-06-19,2002-06-07,1,Female,MO,67098.37,139911.66,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,23.8,13.76,0.4796,5
user_02764,2018-12-13,1994-01-01,1,Male,IA,26667.69,335423.91,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,32.2,7.27,0.0795,4
user_02765,2015-05-24,1977-06-30,1,Male,ND,37535.23,70610.47,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48.7,10.83,0.5316,3
user_02766,2012-12-25,1985-10-04,1,Male,TX,97040.22,761977.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,40.5,13.24,0.1274,4
user_02767,2019-01-03,1954-07-19,1,Male,WI,3511.09,38911.89,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,71.7,7.22,0.0902,3
user_02768,2021-08-10,1980-04-19,0,Female,MN,200175.44,605394.47,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,45.9,4.62,0.3307,7
user_02769,2011-08-07,1956-04-16,0,Male,ND,24692.98,62160.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.9,14.63,0.3972,2
user_02770,2022-06-11,1971-03-11,1,Female,IL,40573.76,158755.8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,55.0,3.78,0.2556,5
user_02771,2025-02-28,2002-03-17,1,Male,CA,40995.71,89974.13,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,24.0,1.06,0.4556,5
user_02772,2017-05-06,1994-01-20,1,Female,GA,42899.64,217888.07,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,32.2,8.88,0.1969,6
user_02773,2011-06-02,1968-12-08,0,Male,AK,9302.59,20019.69,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,57.3,14.81,0.4647,7
user_02774,2024-06-24,1976-12-20,1,Male,NE,53986.42,123111.17,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,49.3,1.74,0.4385,6
user_02775,2013-05-30,1989-02-19,1,Male,KY,91826.42,637415.91,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,37.1,12.81,0.1441,4
user_02776,2013-09-08,1978-02-14,1,Male,OH,3870.26,28427.79,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48.1,12.54,0.1361,3
user_02777,2012-04-04,1959-01-28,0,Male,NY,9447.21,33478.66,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,67.1,13.97,0.2822,4
user_02778,2019-08-14,1984-10-16,1,Male,DE,131854.75,158311.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.4,6.61,0.8329,2
user_02779,2022-01-14,2001-12-21,1,Female,OH,105469.21,1206052.08,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,24.3,4.19,0.0874,5
user_02780,2018-04-21,1988-09-04,1,Male,FL,64402.47,201629.3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,37.5,7.92,0.3194,5
user_02781,2023-09-01,1957-06-07,1,Female,AL,19847.63,463097.12,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,68.8,2.56,0.0429,6
user_02782,2013-07-04,1966-02-19,1,Female,WV,106207.81,428152.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1,12.72,0.2481,1
user_02783,2016-02-10,1962-05-09,1,Female,AZ,10624.7,53080.18,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,63.9,10.11,0.2002,4
user_02784,2018-09-21,1958-08-24,1,Female,IN,38162.72,121080.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,67.6,7.5,0.3152,2
user_02785,2018-04-01,1998-05-09,0,Male,NC,9382.73,51090.49,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,27.9,7.98,0.1836,5
user_02786,2015-05-28,1990-02-03,1,Female,KY,37049.7,1852484.82,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36.1,10.82,0.02,3
user_02787,2018-02-22,2001-03-27,0,Female,LA,13068.35,44301.49,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.0,8.08,0.295,4
user_02788,2013-07-20,2003-12-28,1,Female,OR,111456.63,1386722.51,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22.2,12.67,0.0804,3
user_02789,2012-04-27,1962-06-28,1,Male,NY,75677.48,364668.11,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,63.7,13.9,0.2075,5
user_02790,2011-12-16,1957-05-18,0,Female,NV,22691.08,260084.46,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,68.8,14.27,0.0872,6
user_02791,2016-09-26,1996-06-09,1,,TX,166504.37,166504.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.8,9.49,1.0,1
user_02792,2014-12-17,1968-02-13,1,Female,CA,14283.2,303382.54,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,58.1,11.26,0.0471,4
