alpha_key,control_flag,BT_Transaction_Amount,BT_flag,nsegments,BT_Transaction_Date
user_02484,0,0.0,0,"['1000026', '1000017', '1000023', '1000003', '1000006', '1000013']",2025-01-17
user_02485,0,0.0,0,"['1000000', '1000034', '1000004']",2025-01-26
user_02486,0,0.0,0,"['1000001', '1000019', '1000003', '1000013', '1000004', '1000027']",2025-12-05
user_02487,0,2135.85,1,"['1000007', '1000014', '1000004']",2025-11-05
user_02488,1,0.0,0,"['1000013', '1000008']",2025-09-24
user_02489,0,19140.02,1,"['1000001', '1000023', '1000013']",2025-09-16
user_02490,0,0.0,0,"['1000035', '1000028', '1000014', '1000000', '1000025']",2025-11-04
user_02491,0,0.0,0,"['1000012', '1000030', '1000014', '1000000']",2025-08-07
user_02492,1,0.0,0,"['1000028', '1000027', '1000001', '1000021', '1000011', '1000015']",2025-01-03
user_02493,0,3576.61,1,"['1000033', '1000004', '1000000', '1000035']",2025-06-15
user_02494,0,0.0,0,"['1000004', '1000020', '1000027']",2025-05-01
user_02495,0,0.0,0,"['1000028', '1000000', '1000039', '1000011', '1000002']",2025-03-04
user_02496,0,0.0,0,"['1000000', '1000028', '1000034', '1000011', '1000007', '1000022']",2025-11-10
user_02497,1,0.0,0,"['1000000', '1000033', '1000005', '1000003', '1000006']",2025-08-28
user_02498,0,0.0,0,"['1000001', '1000007', '1000022', '1000009']",2025-11-26
user_02499,0,8719.13,1,"['1000020', '1000004', '1000007', '1000011', '1000014']",2025-02-09
user_02500,1,0.0,0,"['1000003', '1000028', '1000001']",2025-12-23
user_02501,0,0.0,0,"['1000001', '1000004', '1000019', '1000000', '1000009', '1000008']",2025-08-09
user_02502,0,11690.94,1,"['1000003', '1000019', '1000018', '1000002', '1000004', '1000007']",2025-07-27
user_02503,0,0.0,0,"['1000039', '1000026', '1000006', '1000037']",2025-03-08
user_02504,1,0.0,0,"['1000009', '1000007', '1000036']",2025-08-16
user_02505,1,0.0,0,"['1000024', '1000012']",2025-08-06
user_02506,0,0.0,0,"['1000016', '1000038', '1000003', '1000006', '1000008', '1000039']",2025-09-14
user_02507,0,0.0,0,"['1000001', '1000002', '1000008', '1000003', '1000021']",2025-02-25
user_02508,0,0.0,0,"['1000007', '1000030', '1000024', '1000009']",2025-08-21
user_02509,0,0.0,0,"['1000030', '1000002', '1000014', '1000016', '1000004', '1000000']",2025-02-04
user_02510,0,0.0,0,"['1000012', '1000010', '1000019', '1000004']",2025-01-26
user_02511,0,0.0,0,"['1000003', '1000038', '1000002', '1000039', '1000023']",2025-06-21
user_02512,1,2704.93,1,"['1000017', '1000006', '1000032']",2025-02-13
user_02513,1,0.0,0,"['1000034', '1000023', '1000022']",2025-09-17
user_02514,1,0.0,0,"['1000009', '1000001', '1000039', '1000000']",2025-06-26
user_02515,0,0.0,0,"['1000009', '1000007', '1000026']",2025-03-29
user_02516,1,0.0,0,"['1000024', '1000017', '1000001']",2025-04-10
user_02517,1,0.0,0,"['1000004', '1000001', '1000038', '1000002', '1000003']",2025-07-01
user_02518,0,0.0,0,"['1000031', '1000014']",2025-08-07
user_02519,1,1445.81,1,"['1000029', '1000018', '1000026', '1000023']",2025-10-19
user_02520,1,10552.8,1,"['1000005', '1000036']",2025-07-29
user_02521,0,0.0,0,"['1000018', '1000004', '1000006', '1000011', '1000032']",2025-07-20
user_02522,0,0.0,0,"['1000027', '1000006', '1000021']",2025-08-10
user_02523,0,10294.07,1,"['1000000', '1000006', '1000030', '1000003']",2025-08-06
user_02524,0,3460.23,1,"['1000007', '1000000', '1000002', '1000003']",2025-05-08
user_02525,1,0.0,0,"['1000009', '1000034', '1000001']",2025-03-22
user_02526,0,0.0,0,"['1000032', '1000020', '1000003']",2025-07-11
user_02527,0,0.0,0,"['1000005', '1000003']",2025-02-15
user_02528,0,0.0,0,"['1000027', '1000023', '1000006']",2025-03-30
user_02529,0,3696.45,1,"['1000001', '1000003', '1000017']",2025-02-24
user_02530,0,4871.35,1,"['1000001', '1000012']",2025-06-28
user_02531,0,3945.61,1,"['1000016', '1000021', '1000002', '1000009']",2025-12-22
user_02532,0,0.0,0,"['1000009', '1000030', '1000007']",2025-11-16
user_02533,1,1357.55,1,"['1000002', '1000021', '1000017']",2025-02-01
user_02534,0,0.0,0,"['1000023', '1000019', '1000032']",2025-10-27
user_02535,0,0.0,0,"['1000032', '1000006', '1000003', '1000035']",2025-02-25
user_02536,0,0.0,0,"['1000022', '1000038', '1000009', '1000037']",2025-11-29
user_02537,0,0.0,0,"['1000002', '1000015', '1000009', '1000000']",2025-03-17
user_02538,1,0.0,0,"['1000003', '1000001', '1000036', '1000038']",2025-02-15
user_02539,0,0.0,0,"['1000033', '1000039', '1000029', '1000035']",2025-10-15
user_02540,0,0.0,0,"['1000003', '1000005', '1000031']",2025-11-01
user_02541,0,0.0,0,"['1000009', '1000023', '1000013']",2025-05-26
user_02542,1,0.0,0,"['1000006', '1000005', '1000024', '1000011']",2025-07-19
user_02543,1,0.0,0,"['1000007', '1000017', '1000008']",2025-10-16
user_02544,0,0.0,0,"['1000009', '1000020', '1000036', '1000037', '1000030']",2025-11-08
user_02545,0,0.0,0,"['1000033', '1000025', '1000016', '1000011']",2025-06-02
user_02546,0,0.0,0,"['1000013', '1000004', '1000000', '1000026']",2025-10-14
user_02547,1,1931.62,1,"['1000002', '1000014', '1000001', '1000015']",2025-10-18
user_02548,1,0.0,0,"['1000032', '1000007', '1000035', '1000000', '1000009', '1000002']",2025-10-17
user_02549,1,843.98,1,"['1000006', '1000000', '1000024']",2025-11-23
user_02550,0,0.0,0,"['1000019', '1000004', '1000034']",2025-11-02
user_02551,0,0.0,0,"['1000021', '1000006', '1000008', '1000005', '1000029']",2025-06-13
user_02552,0,0.0,0,"['1000009', '1000002', '1000004', '1000005']",2025-04-25
user_02553,0,0.0,0,"['1000008', '1000015', '1000037']",2025-12-27
user_02554,1,0.0,0,"['1000005', '1000006', '1000000']",2025-06-12
user_02555,0,0.0,0,"['1000007', '1000020', '1000037']",2025-12-07
user_02556,1,0.0,0,"['1000024', '1000002', '1000033', '1000030', '1000003']",2025-12-30
user_02557,1,0.0,0,"['1000036', '1000022', '1000026']",2025-01-06
user_02558,0,0.0,0,"['1000009', '1000004']",2025-02-21
user_02559,1,0.0,0,"['1000027', '1000009']",2025-07-25
user_02560,0,0.0,0,"['1000038', '1000003', '1000007', '1000024', '1000014', '1000008']",2025-02-02
user_02561,0,0.0,0,"['1000022', '1000024', '1000014', '1000006']",2025-08-28
user_02562,0,4614.06,1,"['1000017', '1000012', '1000027', '1000019']",2025-01-05
user_02563,0,0.0,0,"['1000009', '1000000', '1000003', '1000006', '1000016', '1000027']",2025-11-04
user_02564,0,0.0,0,"['1000037', '1000015', '1000023']",2025-06-06
user_02565,0,0.0,0,"['1000017', '1000008', '1000016', '1000009', '1000035']",2025-09-03
user_02566,1,592.27,1,"['1000013', '1000002', '1000011', '1000037']",2025-06-19
user_02567,1,0.0,0,"['1000002', '1000038', '1000039', '1000013']",2025-09-09
user_02568,0,0.0,0,"['1000006', '1000000', '1000007', '1000026', '1000037']",2025-09-06
user_02569,0,0.0,0,"['1000003', '1000009', '1000010', '1000007', '1000012', '1000035']",2025-04-16
user_02570,1,0.0,0,"['1000008', '1000002', '1000019']",2025-10-20
user_02571,0,0.0,0,"['1000000', '1000036']",2025-10-27
user_02572,0,997.47,1,"['1000036', '1000001', '1000013', '1000027', '1000009']",2025-04-28
user_02573,0,0.0,0,"['1000009', '1000038', '1000004']",2025-01-24
user_02574,0,974.73,1,"['1000011', '1000002', '1000006', '1000031']",2025-06-13
user_02575,0,0.0,0,"['1000022', '1000016', '1000002']",2025-08-28
user_02576,0,0.0,0,"['1000031', '1000005', '1000012', '1000004', '1000011']",2025-10-12
user_02577,0,4037.45,1,"['1000013', '1000006', '1000010', '1000008']",2025-03-15
user_02578,1,3060.55,1,"['1000021', '1000012', '1000032', '1000000', '1000003', '1000004']",2025-06-25
user_02579,0,0.0,0,"['1000011', '1000004', '1000000', '1000005']",2025-10-07
user_02580,1,0.0,0,"['1000010', '1000022', '1000008', '1000037', '1000003', '1000005']",2025-07-11
user_02581,0,0.0,0,"['1000028', '1000003', '1000037', '1000022']",2025-10-16
user_02582,1,0.0,0,"['1000013', '1000011', '1000007', '1000000']",2025-09-04
user_02583,1,0.0,0,"['1000034', '1000027', '1000002', '1000006']",2025-03-05
user_02584,1,0.0,0,"['1000025', '1000010', '1000019', '1000000']",2025-03-18
user_02585,0,0.0,0,"['1000035', '1000003', '1000006', '1000036']",2025-10-17
user_02586,1,0.0,0,"['1000023', '1000010', '1000031']",2025-09-14
user_02587,1,0.0,0,"['1000001', '1000003', '1000006']",2025-11-02
user_02588,0,0.0,0,"['1000022', '1000011', '1000008', '1000026']",2025-04-18
user_02589,0,0.0,0,"['1000006', '1000001']",2025-01-20
user_02590,0,0.0,0,"['1000007', '1000025', '1000009', '1000038']",2025-03-28
user_02591,0,0.0,0,"['1000031', '1000027', '1000026']",2025-06-06
user_02592,0,0.0,0,"['1000014', '1000034', '1000015']",2025-02-14
user_02593,1,0.0,0,"['1000007', '1000003', '1000028', '1000027']",2025-03-12
user_02594,1,0.0,0,"['1000038', '1000007', '1000006']",2025-02-22
user_02595,0,0.0,0,"['1000003', '1000009', '1000019', '1000006', '1000012', '1000005']",2025-02-16
user_02596,1,0.0,0,"['1000000', '1000004', '1000028', '1000005', '1000008', '1000024']",2025-05-20
user_02597,0,0.0,0,"['1000025', '1000008', '1000014', '1000024']",2025-10-21
user_02598,0,0.0,0,"['1000033', '1000018', '1000021']",2025-05-19
user_02599,0,0.0,0,"['1000001', '1000008']",2025-04-18
user_02600,0,0.0,0,"['1000033', '1000003', '1000006', '1000020', '1000034']",2025-07-20
user_02601,0,0.0,0,"['1000001', '1000032', '1000004']",2025-08-24
user_02602,0,0.0,0,"['1000031', '1000033', '1000026', '1000035', '1000037', '1000009']",2025-05-08
user_02603,0,0.0,0,"['1000009', '1000002', '1000004', '1000019', '1000036', '1000005']",2025-01-02
user_02604,1,0.0,0,"['1000001', '1000004']",2025-04-19
user_02605,1,0.0,0,"['1000000', '1000003', '1000015', '1000005']",2025-01-30
user_02606,0,0.0,0,"['1000028', '1000008', '1000022', '1000002']",2025-02-22
user_02607,1,4693.07,1,"['1000001', '1000030', '1000022', '1000003']",2025-08-11
user_02608,0,0.0,0,"['1000020', '1000006', '1000001']",2025-03-07
user_02609,0,0.0,0,"['1000004', '1000025', '1000007', '1000012']",2025-05-16
user_02610,0,0.0,0,"['1000002', '1000001', '1000004']",2025-05-24
user_02611,0,0.0,0,"['1000009', '1000030', '1000025', '1000003', '1000001']",2025-11-18
user_02612,0,0.0,0,"['1000004', '1000031', '1000010', '1000028']",2025-02-26
user_02613,0,0.0,0,"['1000007', '1000015', '1000017', '1000009']",2025-01-31
user_02614,1,0.0,0,"['1000004', '1000008', '1000038', '1000005', '1000023', '1000036']",2025-07-15
user_02615,0,0.0,0,"['1000013', '1000009', '1000002', '1000025']",2025-08-16
user_02616,1,0.0,0,"['1000034', '1000038', '1000004', '1000035']",2025-07-03
user_02617,0,0.0,0,"['1000007', '1000017', '1000004']",2025-09-14
user_02618,0,0.0,0,"['1000004', '1000017', '1000009', '1000037']",2025-11-12
user_02619,0,0.0,0,"['1000005', '1000032', '1000009']",2025-08-12
user_02620,0,0.0,0,"['1000002', '1000004', '1000025', '1000029', '1000000', '1000008']",2025-07-16
user_02621,0,0.0,0,"['1000009', '1000016', '1000019']",2025-09-06
user_02622,1,0.0,0,"['1000029', '1000005', '1000002']",2025-03-20
user_02623,0,1747.37,1,"['1000003', '1000036', '1000012', '1000004', '1000027']",2025-04-02
user_02624,0,0.0,0,"['1000015', '1000007', '1000000']",2025-05-16
user_02625,0,711.73,1,"['1000026', '1000023', '1000005', '1000019', '1000006']",2025-10-08
user_02626,0,0.0,0,"['1000006', '1000007', '1000038']",2025-11-07
user_02627,1,0.0,0,"['1000009', '1000007']",2025-07-22
user_02628,1,1352.93,1,"['1000009', '1000023', '1000033', '1000039']",2025-08-15
user_02629,1,0.0,0,"['1000009', '1000006', '1000026', '1000020']",2025-10-15
user_02630,1,0.0,0,"['1000007', '1000011', '1000004', '1000021', '1000005', '1000006']",2025-03-30
user_02631,0,0.0,0,"['1000001', '1000004', '1000003']",2025-02-14
user_02632,0,0.0,0,"['1000024', '1000021']",2025-09-30
user_02633,0,0.0,0,"['1000012', '1000007', '1000033']",2025-02-16
user_02634,0,6049.51,1,"['1000033', '1000016', '1000019']",2025-02-27
user_02635,0,3870.34,1,"['1000027', '1000023', '1000004', '1000010']",2025-05-25
user_02636,0,0.0,0,"['1000003', '1000028', '1000019']",2025-10-14
user_02637,1,0.0,0,"['1000038', '1000002', '1000010', '1000023']",2025-05-23
user_02638,0,0.0,0,"['1000032', '1000031', '1000004', '1000038', '1000016', '1000027']",2025-02-13
user_02639,1,0.0,0,"['1000001', '1000005', '1000013']",2025-02-16
user_02640,0,2970.25,1,"['1000037', '1000018', '1000009', '1000027']",2025-04-03
user_02641,0,0.0,0,"['1000013', '1000009', '1000017']",2025-01-30
user_02642,0,0.0,0,"['1000010', '1000018', '1000028', '1000009', '1000008']",2025-04-30
user_02643,0,0.0,0,"['1000013', '1000034', '1000008']",2025-01-30
user_02644,1,0.0,0,"['1000030', '1000017', '1000000', '1000009']",2025-11-05
user_02645,0,0.0,0,"['1000004', '1000003', '1000024']",2025-01-20
user_02646,0,742.49,1,"['1000017', '1000012']",2025-03-14
user_02647,0,0.0,0,"['1000009', '1000007', '1000033']",2025-01-13
user_02648,0,0.0,0,"['1000035', '1000025', '1000005']",2025-04-17
user_02649,0,0.0,0,"['1000034', '1000029', '1000002', '1000006', '1000023']",2025-10-22
user_02650,0,0.0,0,"['1000011', '1000005', '1000004']",2025-07-30
user_02651,0,0.0,0,"['1000009', '1000019', '1000010', '1000005', '1000017', '1000039']",2025-12-08
user_02652,0,0.0,0,"['1000003', '1000011', '1000007', '1000004']",2025-08-14
user_02653,0,3806.81,1,"['1000032', '1000037', '1000007']",2025-06-05
user_02654,0,1923.87,1,"['1000006', '1000001', '1000017']",2025-12-16
user_02655,0,0.0,0,"['1000000', '1000009', '1000003']",2025-03-10
user_02656,0,0.0,0,"['1000020', '1000035', '1000001', '1000026', '1000029']",2025-02-11
user_02657,0,0.0,0,"['1000003', '1000035']",2025-04-30
user_02658,1,0.0,0,"['1000017', '1000012', '1000020', '1000005', '1000000']",2025-12-06
user_02659,1,0.0,0,"['1000008', '1000024']",2025-10-26
user_02660,0,0.0,0,"['1000035', '1000008', '1000005']",2025-07-16
user_02661,0,0.0,0,"['1000002', '1000036']",2025-12-06
user_02662,0,0.0,0,"['1000004', '1000034', '1000003', '1000000']",2025-08-24
user_02663,1,0.0,0,"['1000004', '1000009', '1000006', '1000034']",2025-03-29
user_02664,0,1160.76,1,"['1000012', '1000002', '1000017', '1000007', '1000020', '1000027']",2025-01-03
user_02665,0,0.0,0,"['1000039', '1000014', '1000007']",2025-01-12
user_02666,0,0.0,0,"['1000008', '1000009']",2025-11-06
user_02667,1,0.0,0,"['1000000', '1000004', '1000039', '1000035', '1000037']",2025-04-23
user_02668,0,0.0,0,"['1000027', '1000000', '1000034', '1000037']",2025-06-04
user_02669,0,0.0,0,"['1000017', '1000027', '1000006', '1000014', '1000023']",2025-05-21
user_02670,0,0.0,0,"['1000013', '1000006', '1000018']",2025-02-02
user_02671,0,984.7,1,"['1000030', '1000002', '1000008', '1000000']",2025-01-02
user_02672,0,0.0,0,"['1000017', '1000004', '1000035']",2025-09-23
user_02673,0,0.0,0,"['1000017', '1000008', '1000023', '1000004', '1000001', '1000018']",2025-09-06
user_02674,0,0.0,0,"['1000033', '1000004', '1000025']",2025-03-24
user_02675,0,0.0,0,"['1000000', '1000007', '1000019', '1000029', '1000036']",2025-02-15
user_02676,0,0.0,0,"['1000017', '1000009', '1000001']",2025-07-08
user_02677,0,0.0,0,"['1000005', '1000035', '1000014', '1000006', '1000004']",2025-01-30
user_02678,0,0.0,0,"['1000002', '1000025', '1000008', '1000036', '1000009']",2025-04-16
user_02679,1,0.0,0,"['1000029', '1000002', '1000003', '1000005', '1000038']",2025-09-20
user_02680,0,0.0,0,"['1000028', '1000006', '1000011', '1000017']",2025-03-05
user_02681,0,0.0,0,"['1000002', '1000006', '1000001']",2025-10-09
user_02682,1,0.0,0,"['1000035', '1000008', '1000023', '1000006', '1000001']",2025-11-19
user_02683,0,0.0,0,"['1000006', '1000020', '1000009', '1000001']",2025-03-09
user_02684,1,11933.78,1,"['1000001', '1000021', '1000024', '1000002']",2025-08-31
user_02685,0,0.0,0,"['1000027', '1000006', '1000001']",2025-10-08
user_02686,1,0.0,0,"['1000006', '1000023', '1000019']",2025-07-09
user_02687,0,0.0,0,"['1000009', '1000005', '1000008']",2025-04-19
user_02688,1,0.0,0,"['1000007', '1000009', '1000001', '1000005']",2025-12-25
user_02689,0,0.0,0,"['1000002', '1000016', '1000008']",2025-04-23
user_02690,0,1562.3,1,"['1000020', '1000001', '1000006']",2025-04-01
user_02691,0,0.0,0,"['1000003', '1000001', '1000026', '1000002', '1000009']",2025-02-14
user_02692,0,0.0,0,"['1000005', '1000035', '1000039', '1000008']",2025-11-27
user_02693,0,0.0,0,"['1000004', '1000009', '1000000', '1000003', '1000008']",2025-03-24
user_02694,0,0.0,0,"['1000014', '1000032', '1000004']",2025-02-18
user_02695,1,0.0,0,"['1000026', '1000004', '1000000']",2025-01-15
user_02696,0,0.0,0,"['1000018', '1000004', '1000035', '1000036']",2025-04-17
user_02697,1,0.0,0,"['1000002', '1000003', '1000004']",2025-09-03
user_02698,0,1044.67,1,"['1000034', '1000001', '1000025', '1000005']",2025-09-07
user_02699,0,0.0,0,"['1000014', '1000003']",2025-11-07
user_02700,0,6450.66,1,"['1000028', '1000020', '1000000', '1000004']",2025-09-01
user_02701,0,0.0,0,"['1000009', '1000011']",2025-01-18
user_02702,0,0.0,0,"['1000029', '1000007', '1000035', '1000003']",2025-11-04
user_02703,0,0.0,0,"['1000031', '1000034', '1000017', '1000038', '1000008']",2025-04-04
user_02704,0,0.0,0,"['1000021', '1000000']",2025-12-16
user_02705,0,0.0,0,"['1000005', '1000013', '1000032', '1000037']",2025-05-07
user_02706,0,2984.23,1,"['1000014', '1000031', '1000027', '1000026']",2025-01-07
user_02707,1,0.0,0,"['1000002', '1000009', '1000027', '1000017']",2025-05-24
user_02708,1,0.0,0,"['1000029', '1000037']",2025-06-14
user_02709,0,0.0,0,"['1000013', '1000027', '1000017']",2025-10-28
user_02710,0,0.0,0,"['1000009', '1000037', '1000029', '1000025', '1000006']",2025-07-21
user_02711,1,0.0,0,"['1000009', '1000031', '1000036', '1000039']",2025-01-16
user_02712,1,0.0,0,"['1000024', '1000023', '1000001', '1000025']",2025-01-18
user_02713,1,0.0,0,"['1000006', '1000031', '1000000']",2025-08-13
user_02714,0,0.0,0,"['1000036', '1000009', '1000002', '1000016', '1000021', '1000026']",2025-01-31
user_02715,1,677.9,1,"['1000022', '1000013']",2025-07-14
user_02716,0,0.0,0,"['1000001', '1000031']",2025-11-24
user_02717,0,0.0,0,"['1000039', '1000026', '1000000', '1000025']",2025-11-03
user_02718,1,0.0,0,"['1000005', '1000037', '1000001', '1000004']",2025-08-19
user_02719,0,0.0,0,"['1000025', '1000019', '1000023', '1000007']",2025-04-22
user_02720,0,3287.79,1,"['1000032', '1000008', '1000002']",2025-07-08
user_02721,0,0.0,0,"['1000026', '1000011', '1000015']",2025-02-07
user_02722,0,1910.65,1,"['1000007', '1000022', '1000000', '1000009']",2025-09-27
user_02723,0,0.0,0,"['1000008', '1000024', '1000005']",2025-02-17
user_02724,1,0.0,0,"['1000004', '1000006', '1000009', '1000023']",2025-01-19
user_02725,0,0.0,0,"['1000006', '1000008', '1000013', '1000007']",2025-08-19
user_02726,0,4046.22,1,"['1000022', '1000019']",2025-07-29
user_02727,1,0.0,0,"['1000025', '1000011', '1000007', '1000004']",2025-07-19
user_02728,0,0.0,0,"['1000008', '1000032', '1000002', '1000004', '1000019']",2025-06-23
user_02729,0,784.76,1,"['1000014', '1000034', '1000000', '1000032', '1000023']",2025-08-05
user_02730,1,0.0,0,"['1000026', '1000007']",2025-06-10
user_02731,1,0.0,0,"['1000006', '1000000', '1000027', '1000003']",2025-02-20
user_02732,0,0.0,0,"['1000004', '1000005', '1000032', '1000008', '1000024', '1000034']",2025-07-27
user_02733,1,0.0,0,"['1000027', '1000012', '1000000', '1000003']",2025-01-16
user_02734,1,0.0,0,"['1000005', '1000008', '1000007']",2025-01-24
user_02735,0,0.0,0,"['1000010', '1000008', '1000023']",2025-07-26
user_02736,1,0.0,0,"['1000001', '1000039', '1000030', '1000006']",2025-09-14
user_02737,0,0.0,0,"['1000007', '1000037', '1000036', '1000001', '1000039']",2025-01-30
user_02738,0,931.74,1,"['1000019', '1000021', '1000005', '1000029', '1000013', '1000009']",2025-05-18
user_02739,0,0.0,0,"['1000024', '1000007', '1000008', '1000019', '1000018', '1000038']",2025-12-06
user_02740,1,0.0,0,"['1000013', '1000006', '1000005']",2025-10-13
user_02741,0,0.0,0,"['1000012', '1000002', '1000015', '1000007']",2025-10-21
user_02742,1,0.0,0,"['1000007', '1000003']",2025-08-28
user_02743,0,0.0,0,"['1000009', '1000000']",2025-03-07
user_02744,0,0.0,0,"['1000016', '1000005']",2025-05-22
user_02745,0,0.0,0,"['1000034', '1000011', '1000026', '1000031', '1000032', '1000004']",2025-08-07
user_02746,1,0.0,0,"['1000006', '1000022', '1000012']",2025-09-01
user_02747,1,0.0,0,"['1000016', '1000020', '1000002', '1000003']",2025-02-18
user_02748,0,0.0,0,"['1000018', '1000017', '1000029']",2025-12-21
user_02749,1,0.0,0,"['1000021', '1000004', '1000001']",2025-12-08
user_02750,1,0.0,0,"['1000007', '1000026', '1000020', '1000032']",2025-01-14
user_02751,0,0.0,0,"['1000010', '1000005']",2025-08-04
user_02752,0,0.0,0,"['1000010', '1000004', '1000001']",2025-02-22
user_02753,1,0.0,0,"['1000009', '1000008', '1000000', '1000023']",2025-04-26
user_02754,0,0.0,0,"['1000018', '1000001', '1000022', '1000011', '1000017']",2025-11-20
user_02755,0,0.0,0,"['1000009', '1000024', '1000007', '1000004']",2025-09-06
user_02756,0,3153.52,1,"['1000009', '1000006', '1000003', '1000004', '1000014']",2025-05-09
user_02757,0,2817.28,1,"['1000015', '1000026', '1000031']",2025-01-01
user_02758,0,0.0,0,"['1000020', '1000033']",2025-11-02
user_02759,0,0.0,0,"['1000013', '1000022', '1000026']",2025-04-16
user_02760,0,0.0,0,"['1000029', '1000025', '1000034', '1000009', '1000037', '1000008']",2025-08-10
user_02761,0,0.0,0,"['1000001', '1000003', '1000013']",2025-03-27
user_02762,1,0.0,0,"['1000000', '1000003', '1000007']",2025-10-16
user_02763,1,0.0,0,"['1000017', '1000003', '1000014', '1000019', '1000025', '1000005']",2025-05-07
user_02764,1,0.0,0,"['1000039', '1000033', '1000007', '1000000', '1000011', '1000031']",2025-09-28
user_02765,0,9230.0,1,"['1000029', '1000033']",2025-02-01
user_02766,0,0.0,0,"['1000038', '1000022', '1000003', '1000000', '1000005']",2025-08-13
user_02767,0,0.0,0,"['1000001', '1000009', '1000027']",2025-12-20
user_02768,0,0.0,0,"['1000000', '1000028', '1000035', '1000003']",2025-06-22
user_02769,0,0.0,0,"['1000000', '1000009', '1000032', '1000024']",2025-06-20
user_02770,1,1942.88,1,"['1000000', '1000020', '1000029', '1000005', '1000019', '1000009']",2025-09-08
user_02771,0,5075.04,1,"['1000004', '1000034', '1000030']",2025-11-09
user_02772,0,7626.2,1,"['1000022', '1000004', '1000000', '1000007', '1000034']",2025-10-24
user_02773,1,0.0,0,"['1000034', '1000005']",2025-01-22
user_02774,0,0.0,0,"['1000009', '1000038', '1000019', '1000001']",2025-04-19
user_02775,0,0.0,0,"['1000007', '1000008', '1000006', '1000011']",2025-11-05
user_02776,0,2677.63,1,"['1000024', '1000021', '1000007', '1000012', '1000027']",2025-12-22
user_02777,0,0.0,0,"['1000002', '1000008', '1000007', '1000021', '1000013', '1000009']",2025-08-27
user_02778,1,0.0,0,"['1000012', '1000022', '1000020', '1000025', '1000031']",2025-01-02
user_02779,1,0.0,0,"['1000024', '1000003', '1000030', '1000006']",2025-09-05
user_02780,1,0.0,0,"['1000019', '1000039', '1000005']",2025-12-12
user_02781,1,0.0,0,"['1000005', '1000003', '1000039', '1000008', '1000027', '1000000']",2025-10-22
user_02782,0,0.0,0,"['1000003', '1000001', '1000028', '1000002']",2025-09-22
user_02783,0,0.0,0,"['1000035', '1000019', '1000034']",2025-07-12
user_02784,1,0.0,0,"['1000008', '1000011', '1000000', '1000009']",2025-11-26
user_02785,0,0.0,0,"['1000015', '1000002', '1000038']",2025-08-20
user_02786,0,0.0,0,"['1000000', '1000005', '1000016', '1000009']",2025-07-06
user_02787,0,0.0,0,"['1000004', '1000039', '1000003']",2025-11-25
user_02788,0,0.0,0,"['1000014', '1000002', '1000001']",2025-01-02
user_02789,0,0.0,0,"['1000009', '1000028', '1000011', '1000005', '1000000', '1000036']",2025-02-15
user_02790,0,0.0,0,"['1000004', '1000014', '1000000', '1000001', '1000003', '1000002']",2025-11-04
user_02791,1,0.0,0,"['1000011', '1000007', '1000028', '1000002']",2025-01-21
user_02792,0,7552.36,1,"['1000008', '1000004', '1000001', '1000000', '1000011', '1000002']",2025-11-24
user_02793,0,0.0,0,"['1000007', '1000008', '1000003']",2025-12-25
user_02794,0,0.0,0,"['1000009', '1000007', '1000039']",2025-04-06
user_02795,0,0.0,0,"['1000000', '1000001', '1000029', '1000005', '1000003', '1000032']",2025-11-18
user_02796,0,0.0,0,"['1000011', '1000016', '1000000', '1000005']",2025-07-19
user_02797,0,0.0,0,"['1000005', '1000025', '1000007', '1000014', '1000035']",2025-07-07
user_02798,0,0.0,0,"['1000039', '1000002', '1000013']",2025-12-03
user_02799,0,0.0,0,"['1000021', '1000026', '1000035']",2025-10-12
user_02800,0,2743.2,1,"['1000023', '1000021']",2025-11-21
user_02801,0,0.0,0,"['1000001', '1000012', '1000015', '1000021', '1000008', '1000010']",2025-11-18
user_02802,1,0.0,0,"['1000038', '1000006', '1000027']",2025-09-23
user_02803,0,0.0,0,"['1000016', '1000008', '1000012', '1000028']",2025-06-20
user_02804,1,0.0,0,"['1000002', '1000034']",2025-03-09
user_02805,1,0.0,0,"['1000026', '1000006', '1000000', '1000002']",2025-02-05
user_02806,1,0.0,0,"['1000002', '1000037', '1000020']",2025-04-03
user_02807,0,0.0,0,"['1000029', '1000013', '1000017', '1000032', '1000005']",2025-06-25
user_02808,1,0.0,0,"['1000021', '1000033', '1000036', '1000008']",2025-02-20
user_02809,1,3283.48,1,"['1000031', '1000010']",2025-05-09
user_02810,1,0.0,0,"['1000005', '1000009']",2025-10-18
user_02811,0,0.0,0,"['1000005', '1000000', '1000002']",2025-01-09
user_02812,0,0.0,0,"['1000030', '1000032', '1000013', '1000036']",2025-04-23
user_02813,1,0.0,0,"['1000009', '1000005', '1000016', '1000008', '1000038']",2025-12-17
user_02814,1,0.0,0,"['1000003', '1000001', '1000007']",2025-04-29
user_02815,0,0.0,0,"['1000004', '1000039', '1000013', '1000007']",2025-09-19
user_02816,1,0.0,0,"['1000018', '1000009', '1000004']",2025-08-11
user_02817,0,0.0,0,"['1000007', '1000005', '1000018', '1000028', '1000019']",2025-10-14
user_02818,0,0.0,0,"['1000022', '1000007', '1000009', '1000008', '1000004', '1000013']",2025-09-24
user_02819,0,0.0,0,"['1000025', '1000007', '1000036', '1000004', '1000008']",2025-08-06
user_02820,1,0.0,0,"['1000016', '1000012']",2025-12-21
