Communication,alpha_key,start_date,end_date,start_balance,end_balance,start_accounts,end_accounts,nsegments,Contact_flag,control_flag
day120,user_125,2024-05-20,2024-05-27,0.0,0.0,1,1,"['1000039', '1000069']",0,1
day90,user_145,2024-06-27,2024-07-04,1762.53,2160.7,1,2,"['1000060', '1000041', '1000045']",1,0
day1,user_171,2024-05-13,2024-05-20,3639.3,3783.38,1,1,"['1000104', '1000083', '1000103']",1,0
day90,user_27,2024-04-24,2024-05-01,4843.44,5628.72,2,2,"['1000069', '1000142', '1000056', '1000083']",1,0
day120,user_151,2024-05-27,2024-06-03,558.12,145.83,1,1,['1000117'],0,1
day90,user_272,2024-02-02,2024-02-09,2825.1,2620.21,1,1,"['1000114', '1000004', '1000023', '1000075']",0,1
day90,user_264,2024-05-06,2024-05-13,4503.88,4298.22,1,2,"['1000145', '1000097']",1,0
day1,user_293,2024-02-11,2024-02-18,4096.69,4598.31,1,1,"['1000013', '1000141']",1,0
day7,user_251,2024-05-13,2024-05-20,2350.95,2348.76,1,1,"['1000109', '1000094', '1000017', '1000129']",0,1
day90,user_16,2024-01-24,2024-01-31,3228.11,3773.35,0,1,"['1000096', '1000020', '1000141', '1000075']",1,0
day90,user_77,2024-06-05,2024-06-12,4029.74,4335.17,1,1,"['1000121', '1000062', '1000104']",1,0
day90,user_146,2024-06-14,2024-06-21,562.42,729.4,1,1,"['1000105', '1000006', '1000045']",1,0
day61,user_105,2024-04-12,2024-04-19,3103.95,4127.29,2,3,"['1000017', '1000060']",1,0
day120,user_278,2024-06-01,2024-06-08,330.16,344.67,2,2,"['1000088', '1000108']",1,0
day120,user_293,2024-04-07,2024-04-14,4127.59,4854.84,1,1,"['1000013', '1000141']",1,0
day1,user_54,2024-01-07,2024-01-14,2824.01,3084.94,1,1,"['1000028', '1000092', '1000078', '1000061']",1,0
day31,user_60,2024-04-21,2024-04-28,0.0,577.97,1,1,"['1000042', '1000067', '1000135']",1,0
day90,user_113,2024-02-23,2024-03-01,2260.14,2970.83,0,0,"['1000018', '1000002', '1000117']",1,0
day61,user_123,2024-05-28,2024-06-04,4533.42,4698.56,1,1,['1000034'],1,0
day61,user_169,2024-03-17,2024-03-24,2421.83,2733.92,1,1,"['1000080', '1000031', '1000076', '1000129']",1,0
day61,user_287,2024-05-11,2024-05-18,1070.86,1381.8,0,0,['1000025'],1,0
day61,user_152,2024-05-02,2024-05-09,5852.41,6058.45,1,2,"['1000089', '1000078', '1000058']",1,0
day31,user_286,2024-02-01,2024-02-08,2147.73,2320.99,2,2,['1000072'],1,0
day90,user_92,2024-05-19,2024-05-26,3956.14,4005.87,2,2,"['1000097', '1000000']",1,0
day5,user_281,2024-03-01,2024-03-08,3433.01,3361.58,1,1,"['1000030', '1000049']",0,1
day5,user_61,2024-02-15,2024-02-22,4497.75,4438.88,1,2,['1000108'],1,0
day120,user_89,2024-02-22,2024-02-29,3834.77,3474.8,1,1,"['1000023', '1000060', '1000042', '1000104']",1,0
day90,user_89,2024-01-18,2024-01-25,3063.95,3549.87,1,1,"['1000023', '1000060', '1000042', '1000104']",1,0
day1,user_137,2024-04-13,2024-04-20,1376.22,1694.6,1,1,"['1000002', '1000028', '1000019']",1,0
day1,user_148,2024-01-09,2024-01-16,1994.67,2547.83,1,1,"['1000105', '1000063', '1000068', '1000040']",1,0
day61,user_31,2024-03-08,2024-03-15,5965.79,5979.19,1,1,"['1000016', '1000054', '1000145', '1000080']",0,1
day120,user_78,2024-02-09,2024-02-16,2244.6,2183.4,1,1,"['1000048', '1000024', '1000110', '1000090']",0,1
day1,user_188,2024-04-18,2024-04-25,3880.49,4516.84,0,0,"['1000018', '1000116']",1,0
day61,user_284,2024-03-13,2024-03-20,0.0,0.0,2,2,"['1000055', '1000123', '1000070']",1,0
day90,user_85,2024-03-06,2024-03-13,0.0,0.0,1,1,"['1000118', '1000063']",1,0
day1,user_208,2024-01-19,2024-01-26,4358.58,4642.78,2,3,['1000059'],1,0
day61,user_126,2024-04-08,2024-04-15,3233.15,2546.85,1,1,['1000072'],1,0
day120,user_298,2024-02-04,2024-02-11,4617.07,4977.1,0,0,"['1000087', '1000047', '1000013', '1000064']",1,0
day90,user_158,2024-04-30,2024-05-07,2729.51,2268.93,1,1,"['1000130', '1000102', '1000137', '1000084']",1,0
day31,user_55,2024-02-18,2024-02-25,374.84,815.92,0,0,"['1000014', '1000061', '1000145', '1000020']",1,0
day31,user_168,2024-03-04,2024-03-11,2839.03,2875.6,1,2,"['1000017', '1000084']",1,0
day90,user_141,2024-01-15,2024-01-22,1558.74,2241.88,1,1,"['1000037', '1000110', '1000032', '1000010']",1,0
day31,user_21,2024-01-24,2024-01-31,2490.92,3078.02,1,1,"['1000097', '1000071']",1,0
day90,user_163,2024-05-21,2024-05-28,6462.08,6804.2,1,1,"['1000029', '1000098']",1,0
day61,user_296,2024-02-13,2024-02-20,3255.89,2976.48,0,0,"['1000072', '1000120', '1000122']",1,0
day61,user_201,2024-05-16,2024-05-23,3004.62,2967.41,2,3,"['1000115', '1000066', '1000063']",1,0
day61,user_110,2024-02-07,2024-02-14,5005.15,5617.33,1,2,"['1000052', '1000080', '1000061']",1,0
day1,user_34,2024-04-06,2024-04-13,4722.48,5072.59,2,2,['1000036'],1,0
day120,user_9,2024-04-02,2024-04-09,1997.9,2570.05,1,1,"['1000114', '1000071', '1000001']",1,0
day7,user_46,2024-05-01,2024-05-08,1651.51,1826.17,1,1,"['1000075', '1000111', '1000040']",0,1
day120,user_162,2024-02-05,2024-02-12,3293.05,3272.72,1,1,"['1000111', '1000088', '1000080', '1000130']",0,1
day90,user_163,2024-03-19,2024-03-26,6101.3,6043.21,1,1,"['1000029', '1000098']",0,1
day90,user_217,2024-02-17,2024-02-24,4324.65,4441.32,1,2,"['1000001', '1000090', '1000076', '1000099']",1,0
day90,user_145,2024-06-21,2024-06-28,1591.24,1489.66,1,1,"['1000060', '1000041', '1000045']",1,0
day61,user_234,2024-01-26,2024-02-02,3434.09,3598.17,1,1,"['1000089', '1000057', '1000017', '1000010']",1,0
day1,user_207,2024-03-03,2024-03-10,438.17,661.24,1,1,"['1000035', '1000038']",1,0
day90,user_70,2024-06-06,2024-06-13,4828.59,5157.01,1,2,"['1000018', '1000015']",1,0
day1,user_235,2024-05-17,2024-05-24,2727.35,2480.09,1,1,"['1000007', '1000063']",1,0
day31,user_92,2024-04-02,2024-04-09,5115.76,5535.74,2,2,"['1000097', '1000000']",1,0
day90,user_140,2024-01-15,2024-01-22,3406.68,3471.87,1,1,['1000141'],1,0
day5,user_250,2024-05-05,2024-05-12,3321.73,3735.13,1,1,['1000136'],1,0
day120,user_101,2024-02-19,2024-02-26,367.8,974.14,1,1,"['1000149', '1000122']",1,0
day1,user_7,2024-03-26,2024-04-02,3438.96,4045.19,1,1,"['1000143', '1000050', '1000139']",1,0
day120,user_156,2024-06-16,2024-06-23,5306.11,5287.22,1,1,"['1000017', '1000071']",1,0
day61,user_270,2024-04-05,2024-04-12,0.0,0.0,0,0,"['1000021', '1000061', '1000104', '1000125']",0,1
day61,user_144,2024-03-24,2024-03-31,4077.95,4475.17,1,2,"['1000143', '1000104', '1000039']",1,0
day61,user_64,2024-01-20,2024-01-27,1599.21,1518.26,1,1,"['1000102', '1000095']",1,0
day61,user_203,2024-06-26,2024-07-03,6016.2,6003.84,1,1,"['1000133', '1000124', '1000061', '1000070']",0,1
day5,user_91,2024-01-05,2024-01-12,5926.38,5754.15,2,2,"['1000015', '1000042']",0,1
day120,user_230,2024-05-10,2024-05-17,3365.87,3214.46,1,1,"['1000066', '1000097', '1000083', '1000054']",1,0
day120,user_122,2024-04-28,2024-05-05,1005.26,879.23,1,1,"['1000141', '1000076', '1000026']",1,0
day1,user_87,2024-04-29,2024-05-06,5815.58,6438.5,1,1,"['1000113', '1000140', '1000025', '1000012']",1,0
day7,user_294,2024-01-27,2024-02-03,3291.75,3809.25,1,2,"['1000074', '1000032', '1000125', '1000026']",1,0
day1,user_155,2024-03-25,2024-04-01,2997.63,3029.89,0,0,"['1000102', '1000084', '1000071']",1,0
day90,user_179,2024-04-10,2024-04-17,1762.23,2349.28,2,3,['1000113'],1,0
day120,user_228,2024-06-04,2024-06-11,3026.38,3197.8,1,1,['1000118'],1,0
day61,user_250,2024-06-04,2024-06-11,3849.33,4451.86,1,1,['1000136'],1,0
day31,user_241,2024-02-06,2024-02-13,1624.61,2002.84,2,3,"['1000041', '1000079', '1000027', '1000148']",1,0
day90,user_50,2024-01-13,2024-01-20,2182.23,2613.82,1,2,"['1000076', '1000129']",1,0
day31,user_188,2024-02-28,2024-03-06,5238.74,6061.45,0,0,"['1000018', '1000116']",1,0
day90,user_14,2024-02-18,2024-02-25,6088.51,7110.4,1,1,['1000067'],1,0
day31,user_110,2024-03-25,2024-04-01,5395.13,5314.63,1,1,"['1000052', '1000080', '1000061']",1,0
day90,user_9,2024-02-12,2024-02-19,3175.46,3572.26,1,1,"['1000114', '1000071', '1000001']",0,1
day90,user_145,2024-02-17,2024-02-24,1260.73,1677.96,1,2,"['1000060', '1000041', '1000045']",1,0
day1,user_145,2024-03-20,2024-03-27,2009.17,2233.59,1,1,"['1000060', '1000041', '1000045']",1,0
day7,user_187,2024-04-22,2024-04-29,3601.18,3633.66,1,1,"['1000011', '1000062', '1000121']",0,1
day120,user_257,2024-06-06,2024-06-13,4351.14,4212.47,1,1,"['1000045', '1000133', '1000069', '1000137']",1,0
day7,user_57,2024-03-29,2024-04-05,5259.2,5730.32,1,2,"['1000124', '1000017', '1000136']",1,0
day61,user_103,2024-05-31,2024-06-07,802.19,812.24,1,1,"['1000130', '1000020']",1,0
day1,user_175,2024-04-09,2024-04-16,3584.56,4094.43,1,1,"['1000140', '1000000', '1000077']",1,0
day1,user_211,2024-01-07,2024-01-14,3061.01,2736.06,1,1,['1000084'],1,0
day120,user_171,2024-02-28,2024-03-06,3049.9,3484.27,1,1,"['1000104', '1000083', '1000103']",1,0
day61,user_90,2024-02-13,2024-02-20,3992.03,3760.66,1,2,"['1000124', '1000123', '1000054', '1000102']",0,1
day90,user_243,2024-01-08,2024-01-15,5559.17,5632.65,1,2,"['1000079', '1000147', '1000096']",1,0
day61,user_162,2024-01-23,2024-01-30,3355.75,3441.69,1,1,"['1000111', '1000088', '1000080', '1000130']",1,0
day7,user_193,2024-05-02,2024-05-09,1531.79,1682.21,2,3,"['1000108', '1000056', '1000045']",1,0
day31,user_282,2024-01-20,2024-01-27,1174.02,1394.54,1,2,"['1000080', '1000030', '1000137']",1,0
day90,user_48,2024-02-01,2024-02-08,152.3,0.0,1,1,"['1000067', '1000128']",0,1
day1,user_163,2024-06-20,2024-06-27,5408.29,5407.56,1,1,"['1000029', '1000098']",0,1
day90,user_235,2024-05-11,2024-05-18,2409.07,2527.74,1,1,"['1000007', '1000063']",1,0
day1,user_253,2024-06-18,2024-06-25,4946.07,5498.49,0,1,['1000003'],1,0
day1,user_4,2024-05-27,2024-06-03,1340.73,1832.76,0,0,"['1000007', '1000023', '1000055', '1000059']",1,0
day90,user_128,2024-05-23,2024-05-30,5182.23,5683.98,1,1,"['1000129', '1000125', '1000064', '1000013']",1,0
day7,user_128,2024-02-20,2024-02-27,3936.24,4121.62,1,1,"['1000129', '1000125', '1000064', '1000013']",0,1
day90,user_102,2024-04-19,2024-04-26,4284.12,4758.41,1,2,"['1000128', '1000135', '1000040', '1000014']",1,0
day120,user_153,2024-05-09,2024-05-16,412.04,659.68,2,3,['1000057'],1,0
day90,user_47,2024-01-20,2024-01-27,3293.43,3403.7,2,2,"['1000116', '1000000']",0,1
day90,user_7,2024-01-24,2024-01-31,1948.97,1506.53,1,1,"['1000143', '1000050', '1000139']",1,0
day61,user_229,2024-04-12,2024-04-19,3052.95,3363.19,2,2,"['1000046', '1000012']",1,0
day61,user_65,2024-03-05,2024-03-12,3591.52,3565.02,1,1,"['1000112', '1000132', '1000115', '1000030']",0,1
day120,user_200,2024-06-18,2024-06-25,2029.79,1908.81,2,2,"['1000140', '1000114', '1000040', '1000121']",0,1
day1,user_218,2024-05-10,2024-05-17,0.0,26.19,0,0,"['1000107', '1000137', '1000139']",0,1
day7,user_61,2024-02-24,2024-03-02,5120.11,5254.87,1,2,['1000108'],1,0
day1,user_181,2024-04-15,2024-04-22,2042.69,2567.52,2,2,"['1000043', '1000021']",1,0
day120,user_203,2024-04-07,2024-04-14,5276.22,5506.06,1,1,"['1000133', '1000124', '1000061', '1000070']",1,0
day31,user_65,2024-02-02,2024-02-09,2826.52,2975.67,1,1,"['1000112', '1000132', '1000115', '1000030']",1,0
day90,user_260,2024-02-26,2024-03-04,2057.85,1919.73,1,1,"['1000082', '1000062']",1,0
day1,user_231,2024-02-24,2024-03-02,2259.38,2778.78,0,0,"['1000116', '1000083', '1000086', '1000097']",1,0
day7,user_169,2024-04-26,2024-05-03,1917.85,1970.2,1,1,"['1000080', '1000031', '1000076', '1000129']",0,1
day1,user_40,2024-02-22,2024-02-29,4937.17,5491.23,1,2,"['1000130', '1000126', '1000023']",1,0
day120,user_172,2024-01-23,2024-01-30,3496.66,3891.85,1,1,"['1000075', '1000141', '1000032', '1000049']",1,0
day7,user_6,2024-05-22,2024-05-29,6382.99,6286.53,2,2,['1000006'],0,1
day5,user_201,2024-06-11,2024-06-18,2576.87,2372.02,2,2,"['1000115', '1000066', '1000063']",1,0
day90,user_176,2024-04-06,2024-04-13,306.12,337.23,0,0,"['1000073', '1000053', '1000110']",0,1
day5,user_211,2024-06-06,2024-06-13,2372.81,2314.49,1,1,['1000084'],1,0
day120,user_117,2024-06-10,2024-06-17,486.05,572.8,1,1,"['1000033', '1000089', '1000017', '1000062']",0,1
day61,user_69,2024-02-01,2024-02-08,4102.36,3747.53,1,1,"['1000056', '1000001']",1,0
day90,user_175,2024-02-13,2024-02-20,4614.01,4759.51,1,1,"['1000140', '1000000', '1000077']",0,1
day1,user_45,2024-03-31,2024-04-07,2617.6,2816.72,1,1,"['1000137', '1000068', '1000087', '1000028']",0,1
day7,user_2,2024-02-23,2024-03-01,988.46,1311.18,1,1,"['1000035', '1000026', '1000139']",0,1
day1,user_291,2024-05-05,2024-05-12,3633.06,4271.32,1,1,['1000032'],1,0
day31,user_112,2024-04-16,2024-04-23,2881.14,2953.54,0,0,"['1000117', '1000080']",1,0
day31,user_208,2024-02-05,2024-02-12,4231.69,4043.29,2,2,['1000059'],1,0
day61,user_265,2024-04-14,2024-04-21,4894.25,4863.96,1,1,"['1000086', '1000007', '1000126', '1000083']",0,1
day1,user_4,2024-05-07,2024-05-14,1647.89,2123.59,0,1,"['1000007', '1000023', '1000055', '1000059']",1,0
day61,user_96,2024-02-26,2024-03-04,816.96,883.93,1,1,"['1000124', '1000039', '1000048', '1000075']",1,0
day61,user_251,2024-03-12,2024-03-19,2861.88,3610.89,1,1,"['1000109', '1000094', '1000017', '1000129']",1,0
day31,user_167,2024-03-08,2024-03-15,4910.66,5174.06,1,2,"['1000050', '1000093', '1000110']",1,0
day90,user_221,2024-02-22,2024-02-29,5568.37,5974.97,1,1,"['1000099', '1000086']",1,0
day31,user_148,2024-05-13,2024-05-20,1846.47,2055.08,1,1,"['1000105', '1000063', '1000068', '1000040']",0,1
day31,user_248,2024-01-08,2024-01-15,2681.45,2771.88,0,1,"['1000077', '1000030', '1000144']",0,1
day90,user_223,2024-01-28,2024-02-04,3742.07,3701.64,2,2,"['1000136', '1000006']",1,0
day1,user_86,2024-02-03,2024-02-10,4110.3,3986.67,0,0,['1000019'],1,0
day1,user_247,2024-04-21,2024-04-28,1111.76,1213.35,1,1,['1000026'],1,0
day1,user_261,2024-04-13,2024-04-20,2749.3,3173.83,2,3,['1000022'],1,0
day31,user_92,2024-05-04,2024-05-11,3893.73,3718.73,2,2,"['1000097', '1000000']",0,1
day31,user_3,2024-04-16,2024-04-23,43.23,0.0,1,1,"['1000022', '1000108', '1000008']",1,0
day61,user_20,2024-06-18,2024-06-25,3046.93,3721.35,1,1,['1000025'],1,0
day31,user_68,2024-02-29,2024-03-07,3876.02,4431.06,1,1,"['1000141', '1000058']",1,0
day120,user_160,2024-04-03,2024-04-10,2307.41,2074.25,1,1,['1000045'],0,1
day61,user_45,2024-01-29,2024-02-05,1734.16,2323.16,1,1,"['1000137', '1000068', '1000087', '1000028']",1,0
day1,user_147,2024-06-19,2024-06-26,2534.87,2212.17,1,1,['1000085'],0,1
day7,user_73,2024-06-04,2024-06-11,3829.43,3813.82,1,1,['1000084'],0,1
day31,user_293,2024-05-25,2024-06-01,3078.22,3087.62,1,1,"['1000013', '1000141']",0,1
day31,user_71,2024-04-30,2024-05-07,927.09,996.02,0,0,['1000058'],0,1
day90,user_131,2024-05-09,2024-05-16,4034.2,4043.64,1,1,['1000085'],0,1
day1,user_74,2024-03-07,2024-03-14,4310.17,4597.17,1,2,"['1000018', '1000131']",1,0
day1,user_238,2024-04-22,2024-04-29,777.57,593.52,1,1,"['1000121', '1000029', '1000144', '1000055']",1,0
day90,user_253,2024-05-13,2024-05-20,4415.96,4691.26,0,1,['1000003'],1,0
day90,user_72,2024-05-29,2024-06-05,1101.14,1425.68,1,1,"['1000017', '1000008']",1,0
day61,user_188,2024-01-20,2024-01-27,3888.74,4055.36,0,0,"['1000018', '1000116']",1,0
day90,user_154,2024-06-16,2024-06-23,2473.43,2526.63,1,2,"['1000006', '1000049']",1,0
day7,user_21,2024-04-01,2024-04-08,2615.96,2759.98,1,1,"['1000097', '1000071']",1,0
day120,user_192,2024-03-28,2024-04-04,0.0,0.0,1,1,"['1000037', '1000001', '1000027']",1,0
day1,user_69,2024-03-18,2024-03-25,3813.21,4319.04,1,1,"['1000056', '1000001']",1,0
day90,user_147,2024-04-02,2024-04-09,1945.36,1986.97,1,1,['1000085'],1,0
day61,user_78,2024-05-08,2024-05-15,2263.94,2297.59,1,1,"['1000048', '1000024', '1000110', '1000090']",1,0
day1,user_274,2024-03-02,2024-03-09,5057.06,5337.85,1,1,"['1000103', '1000062', '1000078', '1000148']",1,0
day7,user_284,2024-06-19,2024-06-26,0.0,277.15,2,2,"['1000055', '1000123', '1000070']",0,1
day7,user_267,2024-03-12,2024-03-19,1610.58,1945.74,0,0,"['1000066', '1000087', '1000071']",0,1
day31,user_42,2024-05-06,2024-05-13,730.51,817.11,1,1,"['1000039', '1000040', '1000108', '1000016']",0,1
day1,user_218,2024-02-15,2024-02-22,629.81,947.31,0,0,"['1000107', '1000137', '1000139']",1,0
day7,user_96,2024-03-07,2024-03-14,1189.01,1054.42,1,1,"['1000124', '1000039', '1000048', '1000075']",1,0
day31,user_107,2024-02-11,2024-02-18,4246.09,4752.36,0,0,"['1000148', '1000010']",1,0
day1,user_68,2024-01-29,2024-02-05,2320.41,2614.55,1,1,"['1000141', '1000058']",0,1
day90,user_114,2024-04-09,2024-04-16,410.9,0.0,2,3,"['1000144', '1000025', '1000018', '1000137']",1,0
day5,user_224,2024-02-20,2024-02-27,2148.37,2667.33,1,1,"['1000100', '1000144']",1,0
day1,user_202,2024-01-05,2024-01-12,2810.3,2742.01,0,0,['1000070'],0,1
day1,user_198,2024-01-14,2024-01-21,5527.24,5378.9,1,1,"['1000135', '1000143', '1000081']",1,0
day120,user_195,2024-03-23,2024-03-30,4459.0,4688.4,1,1,"['1000012', '1000142']",1,0
day90,user_98,2024-04-01,2024-04-08,4108.33,4263.14,2,3,['1000148'],1,0
day120,user_217,2024-02-25,2024-03-03,4791.24,4420.06,1,1,"['1000001', '1000090', '1000076', '1000099']",0,1
day31,user_195,2024-03-13,2024-03-20,4707.89,5523.7,1,2,"['1000012', '1000142']",1,0
day1,user_300,2024-03-08,2024-03-15,1008.97,1328.22,0,0,['1000029'],0,1
day5,user_93,2024-05-16,2024-05-23,3860.99,3999.96,1,1,"['1000099', '1000067']",1,0
day120,user_3,2024-02-13,2024-02-20,680.15,591.2,1,1,"['1000022', '1000108', '1000008']",0,1
day90,user_242,2024-05-20,2024-05-27,2968.87,3470.88,1,2,['1000006'],1,0
day31,user_123,2024-02-10,2024-02-17,4047.12,3913.74,1,2,['1000034'],0,1
day120,user_196,2024-02-22,2024-02-29,3582.66,4110.23,2,2,"['1000063', '1000031', '1000116', '1000034']",1,0
day90,user_69,2024-05-22,2024-05-29,5095.96,4979.3,1,1,"['1000056', '1000001']",1,0
day90,user_80,2024-04-11,2024-04-18,2268.76,2119.89,1,1,"['1000013', '1000025', '1000015', '1000103']",0,1
day1,user_280,2024-05-06,2024-05-13,3737.25,4025.78,1,1,"['1000069', '1000078', '1000064', '1000059']",0,1
day5,user_282,2024-03-31,2024-04-07,736.65,1261.53,1,1,"['1000080', '1000030', '1000137']",0,1
day1,user_46,2024-06-26,2024-07-03,1836.86,2446.69,1,1,"['1000075', '1000111', '1000040']",1,0
day90,user_88,2024-02-17,2024-02-24,2075.1,2376.61,1,1,"['1000138', '1000003']",1,0
day1,user_113,2024-05-09,2024-05-16,1155.02,997.47,0,0,"['1000018', '1000002', '1000117']",0,1
day5,user_88,2024-04-22,2024-04-29,2343.13,3040.79,1,1,"['1000138', '1000003']",1,0
day90,user_239,2024-03-03,2024-03-10,378.04,359.19,1,1,"['1000119', '1000065']",1,0
day31,user_167,2024-03-06,2024-03-13,5669.0,6137.96,1,1,"['1000050', '1000093', '1000110']",1,0
day61,user_238,2024-01-08,2024-01-15,1809.56,2344.98,1,1,"['1000121', '1000029', '1000144', '1000055']",1,0
day90,user_110,2024-03-13,2024-03-20,4761.21,5746.07,1,1,"['1000052', '1000080', '1000061']",1,0
day61,user_198,2024-06-26,2024-07-03,5173.85,5188.56,1,1,"['1000135', '1000143', '1000081']",1,0
day7,user_192,2024-02-08,2024-02-15,0.0,53.45,1,1,"['1000037', '1000001', '1000027']",0,1
day61,user_22,2024-05-31,2024-06-07,1434.69,1640.22,0,0,"['1000116', '1000093', '1000041', '1000094']",1,0
day120,user_34,2024-02-15,2024-02-22,4311.92,4999.82,2,2,['1000036'],1,0
day61,user_190,2024-04-20,2024-04-27,4190.73,5300.34,1,1,"['1000098', '1000126', '1000102']",1,0
day7,user_236,2024-01-25,2024-02-01,189.95,0.0,1,1,"['1000051', '1000005']",1,0
day31,user_244,2024-01-09,2024-01-16,2961.09,3431.01,2,2,"['1000101', '1000050']",1,0
day1,user_76,2024-04-05,2024-04-12,0.0,1406.95,0,0,"['1000138', '1000033', '1000146', '1000147']",1,0
day61,user_90,2024-03-11,2024-03-18,2863.58,3130.79,1,2,"['1000124', '1000123', '1000054', '1000102']",1,0
day5,user_160,2024-02-17,2024-02-24,2862.31,2741.3,1,1,['1000045'],1,0
day5,user_90,2024-04-10,2024-04-17,2242.29,2870.79,1,1,"['1000124', '1000123', '1000054', '1000102']",1,0
day31,user_53,2024-02-15,2024-02-22,5406.7,5020.54,1,1,"['1000082', '1000125', '1000004']",1,0
day61,user_47,2024-05-23,2024-05-30,3278.43,3818.17,2,3,"['1000116', '1000000']",1,0
day5,user_252,2024-06-11,2024-06-18,3696.22,4380.65,0,0,['1000087'],1,0
day31,user_3,2024-04-27,2024-05-04,0.0,394.5,1,1,"['1000022', '1000108', '1000008']",1,0
day1,user_152,2024-02-14,2024-02-21,6882.73,7611.38,1,1,"['1000089', '1000078', '1000058']",1,0
day7,user_14,2024-02-16,2024-02-23,6331.0,6432.05,1,1,['1000067'],0,1
day90,user_102,2024-01-22,2024-01-29,4198.23,4710.35,1,1,"['1000128', '1000135', '1000040', '1000014']",1,0
day61,user_217,2024-04-26,2024-05-03,4408.91,4701.8,1,1,"['1000001', '1000090', '1000076', '1000099']",1,0
day7,user_76,2024-02-16,2024-02-23,0.0,63.9,0,0,"['1000138', '1000033', '1000146', '1000147']",0,1
day61,user_299,2024-02-25,2024-03-03,2934.3,3228.25,2,2,['1000122'],1,0
day120,user_252,2024-04-07,2024-04-14,3519.35,3925.79,0,0,['1000087'],1,0
day31,user_273,2024-01-09,2024-01-16,6303.25,6392.36,2,2,['1000056'],1,0
day120,user_298,2024-06-12,2024-06-19,4489.44,4548.15,0,1,"['1000087', '1000047', '1000013', '1000064']",0,1
day90,user_41,2024-02-22,2024-02-29,2846.76,3136.79,2,3,"['1000012', '1000028']",1,0
day7,user_281,2024-03-04,2024-03-11,2576.38,2746.22,1,1,"['1000030', '1000049']",0,1
day90,user_274,2024-01-14,2024-01-21,4624.86,4833.77,1,1,"['1000103', '1000062', '1000078', '1000148']",1,0
day61,user_150,2024-02-26,2024-03-04,2821.22,3195.34,2,2,"['1000120', '1000056', '1000051']",1,0
day90,user_244,2024-05-19,2024-05-26,2848.03,3009.31,2,3,"['1000101', '1000050']",1,0
day7,user_236,2024-03-07,2024-03-14,0.0,0.0,1,1,"['1000051', '1000005']",0,1
day1,user_269,2024-03-01,2024-03-08,1209.63,1481.12,1,1,"['1000132', '1000048']",0,1
day90,user_32,2024-04-17,2024-04-24,3483.84,3939.38,0,0,"['1000054', '1000127']",1,0
day1,user_286,2024-03-17,2024-03-24,981.37,1543.26,2,2,['1000072'],1,0
day7,user_20,2024-03-30,2024-04-06,2528.61,2496.02,1,1,['1000025'],0,1
day90,user_226,2024-05-15,2024-05-22,2378.59,2685.48,1,1,"['1000021', '1000109']",1,0
day31,user_16,2024-03-01,2024-03-08,2786.66,3038.05,0,0,"['1000096', '1000020', '1000141', '1000075']",1,0
day7,user_149,2024-05-13,2024-05-20,1391.86,1346.56,1,2,"['1000027', '1000097', '1000009']",1,0
day90,user_293,2024-03-18,2024-03-25,4126.15,4335.95,1,2,"['1000013', '1000141']",1,0
day90,user_36,2024-05-03,2024-05-10,1272.4,974.92,1,1,['1000137'],1,0
day120,user_196,2024-03-05,2024-03-12,4139.94,4657.94,2,2,"['1000063', '1000031', '1000116', '1000034']",1,0
day90,user_115,2024-01-10,2024-01-17,3399.12,3746.28,2,2,['1000054'],1,0
day1,user_140,2024-04-13,2024-04-20,3384.55,3686.26,1,2,['1000141'],1,0
day90,user_76,2024-06-04,2024-06-11,1220.61,1358.04,0,1,"['1000138', '1000033', '1000146', '1000147']",0,1
day5,user_245,2024-03-17,2024-03-24,1211.01,1261.58,1,2,['1000019'],1,0
day7,user_17,2024-06-08,2024-06-15,1568.89,1197.57,0,0,"['1000092', '1000147', '1000049', '1000017']",0,1
day31,user_103,2024-03-05,2024-03-12,1360.79,1422.25,1,1,"['1000130', '1000020']",1,0
day31,user_237,2024-02-24,2024-03-02,3875.8,3745.33,1,2,"['1000039', '1000061', '1000032']",1,0
day90,user_7,2024-04-28,2024-05-05,1948.58,2487.4,1,1,"['1000143', '1000050', '1000139']",1,0
day90,user_25,2024-05-05,2024-05-12,2325.93,2814.7,1,1,"['1000062', '1000041']",1,0
day90,user_107,2024-06-17,2024-06-24,4295.36,4348.66,0,0,"['1000148', '1000010']",0,1
day5,user_58,2024-02-29,2024-03-07,3476.79,3568.38,1,1,['1000032'],0,1
day61,user_238,2024-02-14,2024-02-21,1453.9,2296.56,1,2,"['1000121', '1000029', '1000144', '1000055']",1,0
day90,user_228,2024-06-12,2024-06-19,3144.61,3438.76,1,1,['1000118'],1,0
day7,user_14,2024-01-16,2024-01-23,5449.21,5834.99,1,1,['1000067'],1,0
day90,user_295,2024-01-22,2024-01-29,3923.34,3514.49,1,1,"['1000003', '1000146']",1,0
day1,user_269,2024-01-18,2024-01-25,1061.04,885.32,1,1,"['1000132', '1000048']",1,0
day7,user_237,2024-05-21,2024-05-28,4104.43,4377.46,1,1,"['1000039', '1000061', '1000032']",1,0
day1,user_199,2024-04-03,2024-04-10,4674.62,5495.86,2,2,"['1000113', '1000129', '1000109']",1,0
day1,user_3,2024-05-23,2024-05-30,0.0,0.0,1,1,"['1000022', '1000108', '1000008']",1,0
day90,user_118,2024-04-22,2024-04-29,3662.13,4069.12,0,0,['1000094'],0,1
